sentence,pred_sentence,sentence_tok,pred_sentence_tok,sentence_deepcut,pred_sentence_deepcut
มันใกล้ถึงเวลาอาหารค่ำแล้ว,มันใกล้ถึงเวลาอาหารค่ําแล้ว,มัน ใกล้ ถึง เวลา อาหารค่ำ แล้ว,มัน ใกล้ ถึง เวลาอาหาร ค่ํา แล้ว,มัน ใกล้ ถึง เวลา อาหาร ค่ำ แล้ว,มัน ใกล้ ถึง เวลา อาหาร ค่ํา แล้ว
แต่ความคิดของเขาไม่ได้เกี่ยวข้องกับมันเลย,แต่ความคิดของเขาไม่ได้เกี่ยวข้องกับมันเลย,แต่ ความคิด ของ เขา ไม่ ได้ เกี่ยวข้อง กับ มัน เลย,แต่ ความคิด ของ เขา ไม่ ได้ เกี่ยวข้อง กับ มัน เลย,แต่ ความ คิด ของ เขา ไม่ ได้ เกี่ยวข้อง กับ มัน เลย,แต่ ความ คิด ของ เขา ไม่ ได้ เกี่ยวข้อง กับ มัน เลย
นั่นคือการต่อรองราคาหรือไม่,นั่นคือการต่อรองราคาหรือไม่,นั่น คือ การ ต่อรองราคา หรือไม่,นั่น คือ การ ต่อรองราคา หรือไม่,นั่น คือ การ ต่อรอง ราคา หรือ ไม่,นั่น คือ การ ต่อรอง ราคา หรือ ไม่
ฉันไม่สามารถรอจนกว่าการเปิดตัวใหม่จะออกมา,ฉันไม่สามารถรอจนกว่าการเปิดตัวใหม่จะออกมา,ฉัน ไม่ สามารถ รอ จนกว่า การ เปิด ตัวใหม่ จะ ออกมา,ฉัน ไม่ สามารถ รอ จนกว่า การ เปิด ตัวใหม่ จะ ออกมา,ฉัน ไม่ สามารถ รอ จนกว่า การ เปิด ตัว ใหม่ จะ ออก มา,ฉัน ไม่ สามารถ รอ จนกว่า การ เปิด ตัว ใหม่ จะ ออก มา
ปลอกสวมนิ้วสำหรับเย็บผ้าอันเดียวเท่านั้นอลิซพูดอย่างเศร้าใจ,ปลอกสวมนิ้วสําหรับเย็บผ้าอันเดียวเท่านั้นรีบพูดอย่างเศร้าใจ,ปลอก สวม นิ้ว สำหรับ เย็บผ้า อัน เดียว เท่านั้น อ ลิ ซ พูด อย่าง เศร้าใจ,ปลอก สวม นิ้ว สํา หรับ เย็บผ้า อัน เดียว เท่านั้น รีบ พูด อย่าง เศร้าใจ,ปลอก สวม นิ้ว สำหรับ เย็บ ผ้า อัน เดียว เท่า นั้น อลิซพูด อย่าง เศร้าใจ,ปลอก สวม นิ้ว สําหรับ เย็บ ผ้า อัน เดียว เท่า นั้น รีบ พูด อย่าง เศร้าใจ
อืมแน่นอนว่าเธอพูดโกหก,อืมแน่นอนว่าเธอพูดโกหก,อืม แน่นอน ว่า เธอ พูดโกหก,อืม แน่นอน ว่า เธอ พูดโกหก,อืมแน่นอน ว่า เธอ พูด โกหก,อืมแน่นอน ว่า เธอ พูด โกหก
เธอเคยเป็นผู้นำ,เธอเคยเป็นผู้นํา,เธอ เคย เป็น ผู้นำ,เธอ เคย เป็น ผู้ นํา,เธอ เคย เป็น ผู้ นำ,เธอ เคย เป็น ผู้ นํา
หยุดความกระหายและกินขนมปังพวกนั้นซะ,หยุดความกระหายและกินขนมปังพวกนั้นซะ,หยุด ความกระหาย และ กิน ขนมปัง พวก นั้น ซะ,หยุด ความกระหาย และ กิน ขนมปัง พวก นั้น ซะ,หยุด ความ กระหาย และ กิน ขนม ปัง พวก นั้น ซะ,หยุด ความ กระหาย และ กิน ขนม ปัง พวก นั้น ซะ
คุณถามฉันหรือเปล่าว่ามันคืออะไร,คุณถามฉันหรือเปล่าว่ามันคืออะไร,คุณ ถาม ฉัน หรือเปล่า ว่า มัน คือ อะไร,คุณ ถาม ฉัน หรือเปล่า ว่า มัน คือ อะไร,คุณ ถาม ฉัน หรือ เปล่า ว่า มัน คือ อะไร,คุณ ถาม ฉัน หรือ เปล่า ว่า มัน คือ อะไร
เสมียนคนนั้นทำงานผิดพลาด,เสมียนคนนั้นทํางานผิดพลาด,เสมียน คน นั้น ทำงาน ผิดพลาด,เสมียน คน นั้น ทํา งาน ผิดพลาด,เสมียน คน นั้น ทำ งาน ผิดพลาด,เสมียน คน นั้น ทํา งาน ผิดพลาด
ฉันเสียใจที่เริ่มชีวิตใหม่,ฉันเสียใจที่เริ่มชีวิตใหม่,ฉัน เสียใจ ที่ เริ่ม ชีวิต ใหม่,ฉัน เสียใจ ที่ เริ่ม ชีวิต ใหม่,ฉัน เสียใจ ที่ เริ่ม ชีวิต ใหม่,ฉัน เสียใจ ที่ เริ่ม ชีวิต ใหม่
รัฐตัดสินใจที่จะเน้นในเรื่องการควบคุมพื้นที่ชายแดนมากขึ้นเนื่องจากผู้อพยพ,รัฐตัดสินใจที่จะเน้นในเรื่องการควบคุมพื้นที่ชายแดนมากขึ้นเนื่องจากผู้อพยพ,รัฐ ตัดสินใจ ที่จะ เน้น ใน เรื่อง การควบคุม พื้นที่ ชายแดน มากขึ้น เนื่องจาก ผู้อพยพ,รัฐ ตัดสินใจ ที่จะ เน้น ใน เรื่อง การควบคุม พื้นที่ ชายแดน มากขึ้น เนื่องจาก ผู้อพยพ,รัฐ ตัดสินใจ ที่ จะ เน้น ใน เรื่อง การ ควบคุม พื้นที่ ชาย แดน มาก ขึ้น เนื่อง จาก ผู้ อพยพ,รัฐ ตัดสินใจ ที่ จะ เน้น ใน เรื่อง การ ควบคุม พื้นที่ ชาย แดน มาก ขึ้น เนื่อง จาก ผู้ อพยพ
ฉันชอบตกแต่งเค้กนางฟ้าด้วยของกระจุกกระจิก,ฉันชอบตกแต่งเค้กนางฟ้าด้วยของกระจุกกระจิก,ฉัน ชอบ ตกแต่ง เค้ก นางฟ้า ด้วย ของกระจุกกระจิก,ฉัน ชอบ ตกแต่ง เค้ก นางฟ้า ด้วย ของกระจุกกระจิก,ฉัน ชอบ ตกแต่ง เค้ก นางฟ้า ด้วย ของ กระจุกกระจิก,ฉัน ชอบ ตกแต่ง เค้ก นางฟ้า ด้วย ของ กระจุกกระจิก
เขาอยู่ในสภาวะอันตราย,เขาอยู่ในสภาวะอันตราย,เขา อยู่ ใน สภาวะ อันตราย,เขา อยู่ ใน สภาวะ อันตราย,เขา อยู่ ใน สภาวะ อันตราย,เขา อยู่ ใน สภาวะ อันตราย
ฉันสามารถพูดได้เมื่อปราศจากคุณ,ฉันสามารถพูดได้เมื่อปราศจากคุณ,ฉัน สามารถ พูด ได้ เมื่อ ปราศจาก คุณ,ฉัน สามารถ พูด ได้ เมื่อ ปราศจาก คุณ,ฉัน สามารถ พูด ได้ เมื่อ ปราศจาก คุณ,ฉัน สามารถ พูด ได้ เมื่อ ปราศจาก คุณ
และน้ำเสียงของเธอน่าตื่นเต้น,และน้ําเสียงของเธอน่าตื่นเต้น,และ น้ำเสียง ของ เธอ น่าตื่นเต้น,และ น้ํา เสียง ของ เธอ น่าตื่นเต้น,และ น้ำเสียง ของ เธอ น่า ตื่นเต้น,และ น้ําเสียง ของ เธอ น่า ตื่นเต้น
วิชาบังคับทางคณิตศาสตร์,วิชาบังคับทางคณิตศาสตร์,วิชาบังคับ ทาง คณิตศาสตร์,วิชาบังคับ ทาง คณิตศาสตร์,วิชา บังคับ ทาง คณิตศาสตร์,วิชา บังคับ ทาง คณิตศาสตร์
อย่างไรก็ตามไม่มีใครเต็มใจ,อย่างไรก็ตามไม่มีใครเต็มใจ,อย่างไรก็ตาม ไม่ มี ใคร เต็มใจ,อย่างไรก็ตาม ไม่ มี ใคร เต็มใจ,อย่าง ไร ก็ตาม ไม่ มี ใคร เต็มใจ,อย่าง ไร ก็ตาม ไม่ มี ใคร เต็มใจ
ฉันลุกขึ้นอย่างเชื่อฟังและเดินลงไปที่ชายหาด,ฉันลุกขึ้นอย่างเชื่อฟังและเดินลงไปที่ชายหาด,ฉัน ลุกขึ้น อย่าง เชื่อฟัง และ เดินลง ไป ที่ ชายหาด,ฉัน ลุกขึ้น อย่าง เชื่อฟัง และ เดินลง ไป ที่ ชายหาด,ฉัน ลุก ขึ้น อย่าง เชื่อฟัง และ เดิน ลง ไป ที่ ชาย หาด,ฉัน ลุก ขึ้น อย่าง เชื่อฟัง และ เดิน ลง ไป ที่ ชาย หาด
ร้อยโทพาพวกเขาไปข้างหน้า,ร้อยโทพาพวกเขาไปข้างหน้า,ร้อยโท พา พวกเขา ไป ข้างหน้า,ร้อยโท พา พวกเขา ไป ข้างหน้า,ร้อยโทพา พวก เขา ไป ข้าง หน้า,ร้อยโทพา พวก เขา ไป ข้าง หน้า
คุณจะคิดเกี่ยวกับมันและไม่ร้องไห้เธอถาม,คุณจะคิดเกี่ยวกับมันและไม่ร้องไห้เธอถาม,คุณ จะ คิด เกี่ยวกับ มัน และ ไม่ ร้องไห้ เธอ ถาม,คุณ จะ คิด เกี่ยวกับ มัน และ ไม่ ร้องไห้ เธอ ถาม,คุณ จะ คิด เกี่ยว กับ มัน และ ไม่ ร้องไห้ เธอ ถาม,คุณ จะ คิด เกี่ยว กับ มัน และ ไม่ ร้องไห้ เธอ ถาม
เธอเดินเล่นกับเพื่อน,เธอเดินเล่นกับเพื่อน,เธอ เดินเล่น กับ เพื่อน,เธอ เดินเล่น กับ เพื่อน,เธอ เดิน เล่น กับ เพื่อน,เธอ เดิน เล่น กับ เพื่อน
เซ็นเซอร์ยังคงมีการขาดดุลเหมือนกันเมื่อใช้งานร่วมกับผู้ขายรายอื่นหรือไม่,เซ็นเซอร์ยังคงมีการขาดดุลเหมือนกันเมื่อใช้งานร่วมกับผู้ขายรายอื่นหรือไม่,เซ็นเซอร์ ยังคง มี การ ขาดดุล เหมือนกัน เมื่อ ใช้งาน ร่วมกับ ผู้ขาย ราย อื่น หรือไม่,เซ็นเซอร์ ยังคง มี การ ขาดดุล เหมือนกัน เมื่อ ใช้งาน ร่วมกับ ผู้ขาย ราย อื่น หรือไม่,เซ็นเซอร์ ยังคง มี การ ขาด ดุล เหมือน กัน เมื่อ ใช้ งาน ร่วม กับ ผู้ ขาย ราย อื่น หรือ ไม่,เซ็นเซอร์ ยังคง มี การ ขาด ดุล เหมือน กัน เมื่อ ใช้ งาน ร่วม กับ ผู้ ขาย ราย อื่น หรือ ไม่
มันเป็นเวลาแปดโมงเช้าแล้วและเวลากลางวันก็คลืบคลานมาอย่างรวดเร็ว,มันเป็นเวลาแปดโมงเช่าแล้วและเวลากลางวันก็คืบคลานมาอย่างรวดเร็ว,มัน เป็นเวลา แปด โมง เช้า แล้ว และ เวลากลางวัน ก็ ค ลืบ คลาน มา อย่าง รวดเร็ว,มัน เป็นเวลา แปด โมง เช่า แล้ว และ เวลากลางวัน ก็ คืบคลาน มา อย่าง รวดเร็ว,มัน เป็น เวลา แปด โมง เช้า แล้ว และ เวลา กลาง วัน ก็ คลืบคลาน มา อย่าง รวดเร็ว,มัน เป็น เวลา แปด โมง เช่า แล้ว และ เวลา กลาง วัน ก็ คืบคลาน มา อย่าง รวดเร็ว
ฉันทำไม่ได้หรอก,ฉันทําไม่ได้หรอก,ฉัน ทำ ไม่ ได้ หรอก,ฉันท ํา ไม่ ได้ หรอก,ฉัน ทำ ไม่ ได้ หรอก,ฉัน ทํา ไม่ ได้ หรอก
เราสามราชาแห่งตะวันออกคือ,เราสามราชาแห่งตะวันออกคือ,เรา สาม ราชา แห่ง ตะวันออก คือ,เรา สาม ราชา แห่ง ตะวันออก คือ,เรา สามราชา แห่ง ตะวัน ออก คือ,เรา สามราชา แห่ง ตะวัน ออก คือ
ที่รักของฉัน,ที่รักของฉัน,ที่รัก ของ ฉัน,ที่รัก ของ ฉัน,ที่ รัก ของ ฉัน,ที่ รัก ของ ฉัน
ที่จะเป็นอิสระที่ค่าใช้จ่ายของผู้อื่น,ที่จะเป็นอิสระที่ค่าใช้จ่ายของผู้อื่น,ที่จะ เป็นอิสระ ที่ ค่าใช้จ่าย ของ ผู้อื่น,ที่จะ เป็นอิสระ ที่ ค่าใช้จ่าย ของ ผู้อื่น,ที่ จะ เป็น อิสระ ที่ ค่า ใช้จ่าย ของ ผู้ อื่น,ที่ จะ เป็น อิสระ ที่ ค่า ใช้จ่าย ของ ผู้ อื่น
คุณเรียกรายได้รวมของประเทศในแต่ละปีว่าอะไร,คุณเรียกรายได้รวมของประเทศในแต่ละปีว่าอะไร,คุณ เรียก รายได้ รวม ของ ประเทศ ใน แต่ละ ปี ว่า อะไร,คุณ เรียก รายได้ รวม ของ ประเทศ ใน แต่ละ ปี ว่า อะไร,คุณ เรียก ราย ได้ รวม ของ ประเทศ ใน แต่ละ ปี ว่า อะไร,คุณ เรียก ราย ได้ รวม ของ ประเทศ ใน แต่ละ ปี ว่า อะไร
ฉันลืมตั๋วรถไฟ,ฉันลืมตั๋วรถไฟ,ฉัน ลืม ตั๋วรถไฟ,ฉัน ลืม ตั๋วรถไฟ,ฉัน ลืม ตั๋ว รถไฟ,ฉัน ลืม ตั๋ว รถไฟ
ฉันกินเค้กรสช็อคโกแลค,ฉันกินเค้กรสช็อคโกแลต,ฉัน กิน เค้ก รส ช็อค โก แล ค,ฉัน กิน เค้ก รส ช็อคโกแลต,ฉัน กิน เค้ก รสช็อคโกแลค,ฉัน กิน เค้ก รส ช็อคโกแลต
เขาหน้าตาคล้ายพ่อของเขามาก,เขาหน้าตาคล้ายพ่อของเขามาก,เขา หน้าตา คล้าย พ่อ ของ เขา มาก,เขา หน้าตา คล้าย พ่อ ของ เขา มาก,เขา หน้าตา คล้าย พ่อ ของ เขา มาก,เขา หน้าตา คล้าย พ่อ ของ เขา มาก
มาร์คแกะเทปออกจากห่ออย่างระมัดระวัง,มาแก้เทปออกจากหออย่างระมัดระวัง,มาร์ค แกะ เทป ออกจาก ห่อ อย่าง ระมัดระวัง,มา แก้ เทป ออกจาก หอ อย่าง ระมัดระวัง,มาร์ค แกะเทป ออก จาก ห่อ อย่าง ระมัดระวัง,มา แก้ เทป ออก จาก หอ อย่าง ระมัดระวัง
การเดินทางไกลกลับบ้านใช้เวลาหนึ่งปี,การเดินทางไกลกลับบ้านใช้เวลาหนึ่งปี,การ เดินทางไกล กลับบ้าน ใช้เวลา หนึ่ง ปี,การ เดินทางไกล กลับบ้าน ใช้เวลา หนึ่ง ปี,การ เดินทาง ไกล กลับ บ้าน ใช้ เวลา หนึ่ง ปี,การ เดินทาง ไกล กลับ บ้าน ใช้ เวลา หนึ่ง ปี
อย่าโง่เลย,อย่าโง่เลย,อย่า โง่ เลย,อย่า โง่ เลย,อย่า โง่ เลย,อย่า โง่ เลย
คุณชื่นชอบเส้นก๋วยเตี๋ยวที่ทำจากแป้งหรือเส้นก๋วยเตี๋ยวที่ทำจากข้าวมากกว่ากัน,คุณชื่นชอบเส้นก๋วยเตี๋ยวที่ทําจากแป้งหรือเส้นก๋วยเตี๋ยวที่ทําจากเขามากกว่ากัน,คุณ ชื่นชอบ เส้นก๋วยเตี๋ยว ที่ ทำ จาก แป้ง หรือ เส้นก๋วยเตี๋ยว ที่ ทำ จาก ข้าว มากกว่า กัน,คุณ ชื่นชอบ เส้นก๋วยเตี๋ยว ที่ ทํา จาก แป้ง หรือ เส้นก๋วยเตี๋ยว ที่ ทํา จาก เขา มากกว่า กัน,คุณ ชื่นชอบ เส้น ก๋วยเตี๋ยว ที่ ทำ จาก แป้ง หรือ เส้น ก๋วยเตี๋ยว ที่ ทำ จาก ข้าว มาก กว่า กัน,คุณ ชื่นชอบ เส้น ก๋วยเตี๋ยว ที่ ทํา จาก แป้ง หรือ เส้น ก๋วยเตี๋ยว ที่ ทํา จาก เขา มาก กว่า กัน
ธุรกิจนี้ของแองเจล่าและฉัน,ธุรกิจนี้ของพัฒนาและฉัน,ธุรกิจ นี้ ของ แอ ง เจ ล่า และ ฉัน,ธุรกิจ นี้ ของ พัฒนา และ ฉัน,ธุรกิจ นี้ ของ แอง เจล่า และ ฉัน,ธุรกิจ นี้ ของ พัฒนา และ ฉัน
กรุณาเรียกฉันว่าเจมส์,กรุณาเรียกฉันว่าเจมส์,กรุณา เรียก ฉัน ว่า เจมส์,กรุณา เรียก ฉัน ว่า เจมส์,กรุณา เรียก ฉัน ว่า เจมส์,กรุณา เรียก ฉัน ว่า เจมส์
ใช้ครีมนี้เท่าที่จำเป็น,ใช่เครียมนี้เท่าที่จําเป็น,ใช้ ครีม นี้ เท่าที่จำเป็น,ใช่ เครียม นี้ เท่าที่ จํา เป็น,ใช้ ครีม นี้ เท่า ที่ จำเป็น,ใช่ เครียม นี้ เท่า ที่ จํา เป็น
ใจดีมากมาก,ใจดีมากมาก,ใจ ดีมาก มาก,ใจ ดีมาก มาก,ใจดี มากมาก,ใจดี มากมาก
เรามาจากจังหวัดระยอง,เรามาจากจังหวัดระยอง,เรา มาจาก จังหวัด ระยอง,เรา มาจาก จังหวัด ระยอง,เรา มา จาก จังหวัดระยอง,เรา มา จาก จังหวัดระยอง
ฉันหวังว่าเรือมันจะไม่พลิกคว่ำนะเธอกล่าวกับตัวเอง,ฉันหวังว่าเรือมันจะไม่พลิกคว่ํานะเธอกล่าวกับตัวเอง,ฉัน หวัง ว่า เรือ มัน จะ ไม่ พลิกคว่ำ นะ เธอ กล่าว กับ ตัวเอง,ฉัน หวัง ว่า เรือ มัน จะ ไม่ พลิ กค ว่ํา นะ เธอ กล่าว กับ ตัวเอง,ฉัน หวัง ว่า เรือ มัน จะ ไม่ พลิก คว่ำ นะ เธอ กล่าว กับ ตัว เอง,ฉัน หวัง ว่า เรือ มัน จะ ไม่ พลิก คว่ํา นะ เธอ กล่าว กับ ตัว เอง
ฉันชอบเรียนประวัติศาสตร์เพราะได้ศึกษาวิธีคิดของคนรุ่นก่อน,ฉันชอบเรียนประวัติศาสตร์ก็ได้ศึกษาวิธีคิดของคนรุ่นก่อน,ฉัน ชอบ เรียน ประวัติศาสตร์ เพราะ ได้ ศึกษา วิธี คิด ของ คนรุ่นก่อน,ฉัน ชอบ เรียน ประวัติศาสตร์ ก็ได้ ศึกษา วิธี คิด ของ คนรุ่นก่อน,ฉัน ชอบ เรียน ประวัติศาสตร์ เพราะ ได้ ศึกษา วิธี คิด ของ คน รุ่น ก่อน,ฉัน ชอบ เรียน ประวัติศาสตร์ ก็ ได้ ศึกษา วิธี คิด ของ คน รุ่น ก่อน
เธอไม่ตอบกลับ,เธอไม่ตอบกลับ,เธอ ไม่ ตอบกลับ,เธอ ไม่ ตอบกลับ,เธอ ไม่ ตอบ กลับ,เธอ ไม่ ตอบ กลับ
สงครามเกาหลีเกิดหลังสงครามโลกครั้งสองจบเช่นเดียวกับในเวียดนาม,สงครามเกาหลีเกิดหลังสงครามโลกครั้งสองจบเช่นเดียวกับในเวียดนาม,สงคราม เกาหลี เกิด หลัง สงครามโลก ครั้ง สอง จบ เช่นเดียวกับ ใน เวียดนาม,สงคราม เกาหลี เกิด หลัง สงครามโลก ครั้ง สอง จบ เช่นเดียวกับ ใน เวียดนาม,สงคราม เกาหลี เกิด หลัง สงคราม โลก ครั้ง สอง จบ เช่น เดียว กับ ใน เวียดนาม,สงคราม เกาหลี เกิด หลัง สงคราม โลก ครั้ง สอง จบ เช่น เดียว กับ ใน เวียดนาม
ไม่ใช่สิ่งที่ทุกคนพูดถึง,ไม่ใช่สิ่งที่ทุกคนพูดถึง,ไม่ ใช่ สิ่ง ที่ ทุกคน พูดถึง,ไม่ ใช่ สิ่ง ที่ ทุกคน พูดถึง,ไม่ ใช่ สิ่ง ที่ ทุก คน พูด ถึง,ไม่ ใช่ สิ่ง ที่ ทุก คน พูด ถึง
แต่ฉันนอนลงหลอกตัวเองเชื่ออย่างนั้น,แต่ฉันนอนลงบอกตัวเองช่วยอย่างนั้น,แต่ ฉัน นอนลง หลอกตัวเอง เชื่อ อย่างนั้น,แต่ ฉัน นอนลง บอก ตัวเอง ช่วย อย่างนั้น,แต่ ฉัน นอน ลง หลอก ตัว เอง เชื่อ อย่าง นั้น,แต่ ฉัน นอน ลง บอก ตัว เอง ช่วย อย่าง นั้น
ฉันดีใจที่จะบอกว่ามันคืบหน้าไปได้ด้วยดี,ฉันดีใจที่จะบอกว่ามันคืบหน้าไปได้ด้วยดี,ฉัน ดีใจ ที่จะ บอ กว่า มัน คืบหน้า ไป ได้ ด้วยดี,ฉัน ดีใจ ที่จะ บอ กว่า มัน คืบหน้า ไป ได้ ด้วยดี,ฉัน ดีใจ ที่ จะ บอก ว่า มัน คืบ หน้า ไป ได้ ด้วย ดี,ฉัน ดีใจ ที่ จะ บอก ว่า มัน คืบ หน้า ไป ได้ ด้วย ดี
บอกฉันเกี่ยวกับมัน,บอกฉันเกี่ยวกับมัน,บอก ฉัน เกี่ยวกับ มัน,บอก ฉัน เกี่ยวกับ มัน,บอก ฉัน เกี่ยว กับ มัน,บอก ฉัน เกี่ยว กับ มัน
กรุณาอย่าเดินสุ่มสี่สุ่มห้าข้ามถนนที่ทางม้าลาย,กรุณาอย่าเดินสวนสี่สิบห้าข้ามถนนที่ทางม้าลาย,กรุณา อย่า เดิน สุ่มสี่สุ่มห้า ข้ามถนน ที่ ทางม้าลาย,กรุณา อย่า เดินสวน สี่ สิบห้า ข้ามถนน ที่ ทางม้าลาย,กรุณา อย่า เดิน สุ่มสี่ สุ่มห้า ข้าม ถนน ที่ ทาง ม้าลาย,กรุณา อย่า เดิน สวน สี่ สิบ ห้า ข้าม ถนน ที่ ทาง ม้าลาย
ในรูปที่เขาเห็นทำให้ระลึกถึงในแต่ละช่วงเวลาที่ดีกับแจน,ในรูปที่เขาเห็นทําให้ระลึกถึงในแต่ละช่วงเวลาที่ดีกับแจง,ใน รูป ที่ เขา เห็น ทำให้ ระลึกถึง ใน แต่ละ ช่วงเวลา ที่ ดี กับ แจ น,ใน รูป ที่ เขา เห็น ทํา ให้ ระลึกถึง ใน แต่ละ ช่วงเวลา ที่ ดี กับ แจง,ใน รูป ที่ เขา เห็น ทำ ให้ ระลึก ถึง ใน แต่ละ ช่วง เวลา ที่ ดี กับ แจน,ใน รูป ที่ เขา เห็น ทํา ให้ ระลึก ถึง ใน แต่ละ ช่วง เวลา ที่ ดี กับ แจง
ฉันเกือบจะแน่ใจแล้ว,ฉันเกือบจะแน่ใจแล้ว,ฉัน เกือบจะ แน่ใจ แล้ว,ฉัน เกือบจะ แน่ใจ แล้ว,ฉัน เกือบ จะ แน่ใจ แล้ว,ฉัน เกือบ จะ แน่ใจ แล้ว
หยุดทำงาน,หยุดทํางาน,หยุด ทำงาน,หยุด ทํา งาน,หยุด ทำ งาน,หยุดทํางาน
และฉันรู้ว่าเธอนำเขามาสู่ชีวิตที่แย่,และฉันรู้ว่าเธอนําเข้ามาสู่ชีวิตที่แย่,และ ฉัน รู้ ว่า เธอ นำ เขา มาสู่ ชีวิต ที่ แย่,และ ฉัน รู้ ว่า เธอ นํา เข้า มาสู่ ชีวิต ที่ แย่,และ ฉัน รู้ ว่า เธอ นำ เขา มา สู่ ชีวิต ที่ แย่,และ ฉัน รู้ ว่า เธอ นํา เข้า มา สู่ ชีวิต ที่ แย่
ฉันทานซีเรียลวีททบิกซ์เป็นอาหารเช้า,ชลธารสิริวิชญ์บิ๊กเป็นอาหารเช่า,ฉัน ทาน ซี เรียล วี ทท บิ กซ์ เป็น อาหารเช้า,ชลธาร สิริ วิ ชญ์ บิ๊ก เป็น อาหาร เช่า,ฉัน ทานซีเรียล วีททบิกซ์ เป็น อาหาร เช้า,ชลธารสิริวิชญ์ บิ๊ก เป็น อาหาร เช่า
นิสัยของคุณเป็นอุปสรรคไปเรียนรู้ศิลปะการเข้าสังคมมานะ,นิสัยของคุณเป็นอุปสรรคเรียนรู้ศิลปะการเข้าสังคมมานะ,นิสัย ของ คุณ เป็น อุปสรรค ไป เรียนรู้ ศิลปะ การ เข้าสังคม มานะ,นิสัย ของ คุณ เป็น อุปสรรค เรียนรู้ ศิลปะ การ เข้าสังคม มานะ,นิสัย ของ คุณ เป็น อุปสรรค ไป เรียนรู้ ศิลปะ การ เข้า สังคม มา นะ,นิสัย ของ คุณ เป็น อุปสรรค เรียนรู้ ศิลปะ การ เข้า สังคม มา นะ
วันนี้หัวหน้าไม่มาเนื่องจากเขาเป็นไข้หวัด,วันนี้หัวหน้าไม่มาเนื่องจากเขาเป็นไข้หวัด,วันนี้ หัวหน้า ไม่ มา เนื่องจาก เขา เป็น ไข้หวัด,วันนี้ หัวหน้า ไม่ มา เนื่องจาก เขา เป็น ไข้หวัด,วัน นี้ หัวหน้า ไม่ มา เนื่อง จาก เขา เป็น ไข้ หวัด,วัน นี้ หัวหน้า ไม่ มา เนื่อง จาก เขา เป็น ไข้ หวัด
ฉันไม่สามารถบอกได้แน่ชัดแต่ฉันคิดว่าคุณถูก,ฉันไม่สามารถบอกได้แน่ชัดแต่ฉันคิดว่าคุณถูก,ฉัน ไม่ สามารถ บอก ได้ แน่ชัด แต่ ฉัน คิด ว่า คุณ ถูก,ฉัน ไม่ สามารถ บอก ได้ แน่ชัด แต่ ฉัน คิด ว่า คุณ ถูก,ฉัน ไม่ สามารถ บอก ได้ แน่ชัด แต่ ฉัน คิด ว่า คุณ ถูก,ฉัน ไม่ สามารถ บอก ได้ แน่ชัด แต่ ฉัน คิด ว่า คุณ ถูก
โรมิโอกับจูเลียดอาจจะเป็นบทละครที่โด่งดังที่สุดของวิลเลี่ยมเชคสเปียร์,โรมิโอกับจูเลียตอาจเป็นบทละครที่โด่งดังที่สุดของวิลเลี่ยมเช็คสเปียร์,โร มิ โอ กับ จู เลีย ด อาจจะ เป็น บทละคร ที่ โด่งดัง ที่สุด ของ วิ ล เลี่ยม เชคส เปีย ร์,โร มิ โอ กับ จู เลีย ต อาจ เป็น บทละคร ที่ โด่งดัง ที่สุด ของ วิ ล เลี่ยม เช็ค ส เปีย ร์,โรมิโอ กับ จูเลียด อาจ จะ เป็น บท ละคร ที่ โด่งดัง ที่สุด ของ วิลเลี่ยมเชคสเปียร์,โรมิโอ กับ จูเลียต อาจ เป็น บท ละคร ที่ โด่งดัง ที่สุด ของ วิลเลี่ยมเช็ค สเปียร์
ทุกอย่างเสร็จภายในสองนาที,ทุกอย่างเสร็จภายในสองนาที,ทุกอย่าง เสร็จ ภายใน สอง นาที,ทุกอย่าง เสร็จ ภายใน สอง นาที,ทุก อย่าง เสร็จ ภาย ใน สอง นาที,ทุก อย่าง เสร็จ ภาย ใน สอง นาที
ฉันหมายถึงทำไมไม่มีใครถอดกางเกงเขาเลย,ฉันหมายถึงทําไมไม่มีใครถอดกางเกงเขาเลย,ฉัน หมายถึง ทำไม ไม่ มี ใคร ถอด กางเกง เขา เลย,ฉัน หมายถึง ทําไม ไม่ มี ใคร ถอด กางเกง เขา เลย,ฉัน หมาย ถึง ทำไม ไม่ มี ใคร ถอด กางเกง เขา เลย,ฉัน หมาย ถึง ทําไม ไม่ มี ใคร ถอด กางเกง เขา เลย
ฉันระลึกถึงคนนี้เมื่อนานมากแล้วถูกนำมาก่อนเจ้าหน้าที่ชันสูตรศพ,ฉันนึกถึงคนนี้เมื่อนานมากแล้วถูกนํามาก่อนเจ้าหน้าที่ชันสูตรศพ,ฉัน ระลึกถึง คน นี้ เมื่อ นาน มาก แล้ว ถูก นำมา ก่อน เจ้าหน้าที่ ชันสูตรศพ,ฉัน นึกถึง คน นี้ เมื่อ นาน มาก แล้ว ถู กน ํา มา ก่อน เจ้าหน้าที่ ชันสูตรศพ,ฉัน ระลึก ถึง คน นี้ เมื่อ นาน มาก แล้ว ถูก นำ มา ก่อน เจ้าหน้าที่ ชันสูตร ศพ,ฉัน นึก ถึง คน นี้ เมื่อ นาน มาก แล้ว ถูก นํา มา ก่อน เจ้าหน้าที่ ชันสูตร ศพ
วันเสาร์,วันเสาร์,วัน เสาร์,วัน เสาร์,วันเสาร์,วันเสาร์
